1.100000e+00	1.313712e-11	1.262335e-05	3.068524e-10
 1.050000e+00	1.395572e-11	1.058329e-05	2.333959e-10
 1.000000e+00	1.501788e-11	8.843729e-06	1.746260e-10
 9.500000e-01	1.638870e-11	7.375147e-06	1.278960e-10
 9.000000e-01	1.815736e-11	6.140299e-06	9.133899e-11
 8.500000e-01	2.039912e-11	5.098568e-06	6.331373e-11
 8.000000e-01	2.312979e-11	4.212046e-06	4.236107e-11
 7.500000e-01	2.632499e-11	3.455351e-06	2.718301e-11
 7.000000e-01	3.008358e-11	2.806059e-06	1.662481e-11
 6.500000e-01	3.448413e-11	2.244757e-06	9.659761e-12
 6.000000e-01	3.957440e-11	1.734277e-06	5.377720e-12
 5.500000e-01	4.564037e-11	1.270921e-06	2.979856e-12
 5.000000e-01	5.315079e-11	8.343939e-07	1.782352e-12
 4.500000e-01	7.004799e-11	4.274715e-07	1.230847e-12
 4.000000e-01	1.337641e-10	1.370633e-07	9.362659e-13
 3.500000e-01	4.467144e-10	2.805713e-08	7.188974e-13
 3.000000e-01	2.035523e-09	4.683806e-09	5.392134e-13
 2.500000e-01	9.992891e-09	7.231235e-10	3.905326e-13
 2.000000e-01	4.909778e-08	1.050247e-10	2.692146e-13
 
