vdd,delay,dp,sp
1.100000e+00,3.197844e-10,8.989078e-05,1.913923e-08
1.050000e+00,3.357947e-10,7.683126e-05,1.491760e-08
1.000000e+00,3.551648e-10,6.502369e-05,1.148708e-08
9.500000e-01,3.789757e-10,5.437094e-05,8.720764e-09
9.000000e-01,4.087661e-10,4.480067e-05,6.520222e-09
8.500000e-01,4.469285e-10,3.624572e-05,4.797996e-09
8.000000e-01,4.972530e-10,2.863336e-05,3.475820e-09
7.500000e-01,5.662309e-10,2.190451e-05,2.483633e-09
7.000000e-01,6.658349e-10,1.603951e-05,1.758710e-09
6.500000e-01,8.200344e-10,1.106604e-05,1.244929e-09
6.000000e-01,1.083298e-09,7.023170e-06,8.922243e-10
5.500000e-01,1.602524e-09,3.919060e-06,6.563595e-10
5.000000e-01,2.876081e-09,1.769098e-06,4.990239e-10
4.500000e-01,7.078484e-09,5.690721e-07,3.885664e-10
4.000000e-01,2.497109e-08,1.235228e-07,3.027224e-10
3.500000e-01,1.074473e-07,2.115216e-08,2.314116e-10
3.000000e-01,4.828017e-07,3.435424e-09,1.717837e-10
2.500000e-01,2.134466e-06,6.218487e-10,1.222548e-10
2.000000e-01,9.064453e-06,1.533959e-10,8.208036e-11
