1.100000e+00	3.806373e-10	8.811259e-05	1.069963e-08
1.050000e+00	3.994021e-10	7.514700e-05	8.470511e-09
1.000000e+00	4.221223e-10	6.350216e-05	6.680160e-09
9.500000e-01	4.500616e-10	5.299832e-05	5.222782e-09
9.000000e-01	4.850427e-10	4.357168e-05	4.047645e-09
8.500000e-01	5.298447e-10	3.515589e-05	3.111305e-09
8.000000e-01	5.889483e-10	2.768103e-05	2.375195e-09
7.500000e-01	6.699808e-10	2.109405e-05	1.805022e-09
7.000000e-01	7.868592e-10	1.538796e-05	1.370279e-09
6.500000e-01	9.671438e-10	1.059070e-05	1.043841e-09
6.000000e-01	1.271969e-09	6.719943e-06	8.016687e-10
5.500000e-01	1.860626e-09	3.772424e-06	6.226654e-10
5.000000e-01	3.248719e-09	1.741474e-06	4.887042e-10
4.500000e-01	7.596757e-09	5.873296e-07	3.849383e-10
4.000000e-01	2.561328e-08	1.330688e-07	3.006331e-10
3.500000e-01	1.091528e-07	2.295614e-08	2.300663e-10
3.000000e-01	4.945700e-07	3.686176e-09	1.709774e-10
2.500000e-01	2.214367e-06	6.527792e-10	1.217773e-10
2.000000e-01	9.526874e-06	1.567808e-10	8.182342e-11
