vdd,delay,dp,sp
1.200000e+00,2.094463e-09,3.186250e-05,2.490763e-07
1.150000e+00,2.348467e-09,2.591300e-05,1.835240e-07
1.100000e+00,2.678061e-09,2.033761e-05,1.341099e-07
1.000000e+00,3.727766e-09,1.185094e-05,6.651739e-08
9.000000e-01,6.062301e-09,5.779857e-06,2.854104e-08
8.000000e-01,1.339400e-08,2.027021e-06,8.805491e-09
7.500000e-01,2.419371e-08,9.811066e-07,3.616784e-09
7.000000e-01,5.173752e-08,3.998730e-07,1.183672e-09
6.500000e-01,1.298411e-07,1.383242e-07,5.172292e-10
6.000000e-01,3.680842e-07,4.215457e-08,3.433243e-10
5.500000e-01,1.140374e-06,1.172858e-08,2.514861e-10
5.000000e-01,3.788660e-06,3.082424e-09,1.883874e-10
4.500000e-01,1.325491e-05,8.165119e-10,1.396929e-10
4.000000e-01,4.780967e-05,2.478556e-10,1.014187e-10
3.500000e-01,1.741263e-04,9.873210e-11,7.113600e-11
3.000000e-01,6.271655e-04,4.991369e-11,4.680274e-11
