vdd,delay,dp,sp
1.100000e+00,7.639884e-10,2.290086e-05,8.821203e-09
1.000000e+00,1.034422e-09,1.375829e-05,4.373530e-09
9.000000e-01,1.607600e-09,7.035591e-06,1.922685e-09
8.000000e-01,3.247892e-09,2.697803e-06,6.610445e-10
7.500000e-01,5.441943e-09,1.405380e-06,3.129650e-10
7.000000e-01,1.056126e-08,6.294879e-07,1.080171e-10
6.500000e-01,2.383830e-08,2.414411e-07,2.503244e-11
6.000000e-01,6.106880e-08,8.094112e-08,6.449311e-12
5.500000e-01,1.720264e-07,2.438351e-08,3.237653e-12
5.000000e-01,5.209943e-07,6.737381e-09,2.306333e-12
4.500000e-01,1.665337e-06,1.734476e-09,1.757951e-12
4.000000e-01,5.503383e-06,4.233103e-10,1.340443e-12
3.500000e-01,1.842497e-05,9.962890e-11,1.008317e-12
3.000000e-01,6.140502e-05,2.303446e-11,7.434389e-13
