vdd,delay,dp,sp
1.100000e+00,3.015480e-10,1.665631e-05,1.507513e-08
1.000000e+00,4.200579e-10,9.749690e-06,7.469673e-09
9.000000e-01,6.823536e-10,4.773186e-06,3.187788e-09
8.000000e-01,1.500631e-09,1.668581e-06,9.600336e-10
7.500000e-01,2.698927e-09,8.051143e-07,3.761643e-10
7.000000e-01,5.736536e-09,3.275428e-07,1.062175e-10
6.500000e-01,1.429713e-08,1.131143e-07,3.540681e-11
6.000000e-01,4.025884e-08,3.428692e-08,1.930654e-11
5.500000e-01,1.240189e-07,9.402588e-09,1.273231e-11
5.000000e-01,4.102398e-07,2.371543e-09,8.544391e-12
4.500000e-01,1.430069e-06,5.601280e-10,5.591903e-12
4.000000e-01,5.143283e-06,1.265823e-10,3.515892e-12
3.500000e-01,1.871540e-05,2.809560e-11,2.093721e-12
3.000000e-01,6.772129e-05,6.316154e-12,1.154042e-12
