vdd,delay,dp,sp
5.000000E-01,3.199850E-09,1.340100E-06,3.686300E-18
4.500000E-01,3.759950E-09,8.887330E-07,4.350040E-16
4.000000E-01,4.485150E-09,5.641430E-07,6.473120E-16
3.500000E-01,5.576400E-09,3.327990E-07,1.046960E-16
3.000000E-01,7.328450E-09,1.786670E-07,2.255030E-16
2.500000E-01,1.049400E-08,8.353100E-08,9.216000E-19
2.000000E-01,1.714450E-08,3.205140E-08,1.618280E-16
1.500000E-01,3.544760E-08,9.101900E-09,5.637580E-17
1.000000E-01,1.205210E-07,2.717900E-09,4.045700E-17
