vdd,delay,dp,sp
1.100000e+00,4.159421e-10,1.556548e-04,2.074518e-07
1.000000e+00,4.710878e-10,1.104176e-04,1.140592e-07
9.000000e-01,5.532554e-10,7.454406e-05,6.787870e-08
8.000000e-01,6.878589e-10,4.659407e-05,4.183682e-08
7.500000e-01,7.926216e-10,3.527664e-05,3.301003e-08
7.000000e-01,9.435291e-10,2.562693e-05,2.605481e-08
6.500000e-01,1.175571e-09,1.760633e-05,2.053386e-08
6.000000e-01,1.563387e-09,1.120188e-05,1.613013e-08
5.500000e-01,2.283308e-09,6.409487e-06,1.260823e-08
5.000000e-01,3.794900e-09,3.182787e-06,9.790329e-09
4.500000e-01,7.389316e-09,1.333420e-06,7.540254e-09
4.000000e-01,1.683331e-08,4.711579e-07,5.745818e-09
3.500000e-01,4.328457e-08,1.453539e-07,4.314397e-09
3.000000e-01,1.204347e-07,4.122261e-08,3.175506e-09
