vdd,delay,dp,sp
1.100000e+00,1.505062e-10,9.103275e-05,3.430471e-07
1.000000e+00,1.741566e-10,6.219793e-05,1.440864e-07
9.000000e-01,2.098032e-10,4.058950e-05,6.409510e-08
8.000000e-01,2.691241e-10,2.452462e-05,3.007229e-08
7.500000e-01,3.161205e-10,1.821271e-05,2.092846e-08
7.000000e-01,3.851628e-10,1.292833e-05,1.467166e-08
6.500000e-01,4.942870e-10,8.627709e-06,1.033050e-08
6.000000e-01,6.837303e-10,5.283807e-06,7.283439e-09
5.500000e-01,1.052921e-09,2.871368e-06,5.127306e-09
5.000000e-01,1.871175e-09,1.336343e-06,3.597435e-09
4.500000e-01,3.914350e-09,5.219475e-07,2.511622e-09
4.000000e-01,9.486549e-09,1.731394e-07,1.737442e-09
3.500000e-01,2.557127e-08,5.065598e-08,1.185009e-09
3.000000e-01,7.372991e-08,1.363938e-08,7.925837e-10
