vdd,delay,dp,sp
1.100000e+00,1.775382e-10,1.076701e-04,1.186032e-07
1.000000e+00,2.061740e-10,7.413024e-05,5.413642e-08
9.000000e-01,2.493850e-10,4.856408e-05,2.640904e-08
8.000000e-01,3.221204e-10,2.924754e-05,1.361292e-08
7.500000e-01,3.807391e-10,2.159486e-05,9.940183e-09
7.000000e-01,4.683948e-10,1.518261e-05,7.319276e-09
6.500000e-01,6.101071e-10,9.978643e-06,5.419223e-09
6.000000e-01,8.631722e-10,5.970718e-06,4.021815e-09
5.500000e-01,1.372671e-09,3.142074e-06,2.982284e-09
5.000000e-01,2.539312e-09,1.405315e-06,2.203921e-09
4.500000e-01,5.530531e-09,5.272483e-07,1.618828e-09
4.000000e-01,1.383435e-08,1.693132e-07,1.176869e-09
3.500000e-01,3.810581e-08,4.835708e-08,8.429922e-10
3.000000e-01,1.115661e-07,1.275555e-08,5.918565e-10
