1.200000e+00	1.527521e-10	3.159105e-04	1.051786e-05
1.150000e+00	1.596582e-10	2.716108e-04	6.774119e-06
1.100000e+00	1.676365e-10	2.324088e-04	4.383523e-06
1.000000e+00	1.878989e-10	1.667320e-04	1.878659e-06
9.000000e-01	2.173473e-10	1.146930e-04	8.386806e-07
8.000000e-01	2.640027e-10	7.384436e-05	3.898959e-07
7.500000e-01	2.991850e-10	5.709531e-05	2.688572e-07
7.000000e-01	3.485605e-10	4.260226e-05	1.861799e-07
6.500000e-01	4.223008e-10	3.027733e-05	1.291195e-07
6.000000e-01	5.412993e-10	2.009007e-05	8.943858e-08
5.500000e-01	7.549991e-10	1.208241e-05	6.171923e-08
5.000000e-01	1.190668e-09	6.326385e-06	4.232813e-08
4.500000e-01	2.206190e-09	2.768106e-06	2.878223e-08
4.000000e-01	4.874087e-09	9.975891e-07	1.935251e-08
3.500000e-01	1.245414e-08	3.055269e-07	1.282091e-08
3.000000e-01	3.507242e-08	8.440927e-08	8.328214e-09
