1.040000e+00	3.981970e-12	3.231719e-12	1.712499e-17	-3.227517e-08 
9.600000e-01	4.530973e-12	3.709655e-12	5.742931e-17	-1.532004e-08 
8.800000e-01	5.274996e-12	4.395305e-12	6.570461e-17	-7.454467e-09 
8.000000e-01	6.368300e-12	5.435073e-12	6.350499e-17	-3.767720e-09 
7.200000e-01	8.137877e-12	7.175104e-12	5.701813e-17	-1.990561e-09 
6.400000e-01	1.148404e-11	1.052926e-11	4.854110e-17	-1.095362e-09 
5.600000e-01	1.946568e-11	1.854795e-11	3.923167e-17	-6.208681e-10 
4.800000e-01	4.575267e-11	4.509711e-11	2.983669e-17	-3.578949e-10 
4.000000e-01	1.679684e-10	1.684017e-10	2.111596e-17	-2.078125e-10 
3.200000e-01	8.814810e-10	8.607307e-10	1.368259e-17	-1.209168e-10 
2.400000e-01	5.593968e-09	4.980505e-09	7.709512e-18	-7.042449e-11 
1.600000e-01	3.945744e-08	2.703936e-08	3.294548e-18	-4.124366e-11 
