1.300000e+00	2.092034e-11	1.752353e-11	4.251349e-16	-2.513503e-11 
1.200000e+00	2.386864e-11	2.042239e-11	3.955582e-16	-1.616393e-11 
1.100000e+00	2.816740e-11	2.470968e-11	3.499254e-16	-1.101872e-11 
1.000000e+00	3.504232e-11	3.164156e-11	2.985546e-16	-7.870974e-12 
9.000000e-01	4.728712e-11	4.436988e-11	2.465127e-16	-5.885164e-12 
8.000000e-01	7.407051e-11	7.277776e-11	1.969745e-16	-4.581642e-12 
7.000000e-01	1.554313e-10	1.596695e-10	1.515916e-16	-3.674575e-12 
6.000000e-01	5.476034e-10	5.811154e-10	1.117400e-16	-3.010035e-12 
5.000000e-01	3.397058e-09	3.615102e-09	7.805147e-17	-2.489589e-12 
4.000000e-01	2.945703e-08	3.073700e-08	5.030197e-17	-2.002688e-12 
3.000000e-01	3.042467e-07	3.061864e-07	2.827864e-17	-1.531273e-12 
2.000000e-01	3.143848e-06	2.919351e-06	1.195114e-17	-1.073006e-12 
