9.100000e-01	2.804451e-12	2.191714e-12	-1.538386e-17	-1.157177e-07 
8.400000e-01	3.178635e-12	2.554957e-12	7.681905e-18	-5.756060e-08 
7.700000e-01	3.703721e-12	3.078274e-12	1.897123e-17	-2.935241e-08 
7.000000e-01	4.499344e-12	3.876254e-12	2.349405e-17	-1.535249e-08 
6.300000e-01	5.824356e-12	5.212403e-12	2.425625e-17	-8.204627e-09 
5.600000e-01	8.382343e-12	7.786721e-12	2.252442e-17	-4.453387e-09 
4.900000e-01	1.447818e-11	1.384881e-11	1.918405e-17	-2.440985e-09 
4.200000e-01	3.337731e-11	3.253869e-11	1.486801e-17	-1.345483e-09 
3.500000e-01	1.096343e-10	1.068093e-10	1.064670e-17	-7.440734e-10 
2.800000e-01	4.698474e-10	4.421561e-10	6.942863e-18	-4.126334e-10 
2.100000e-01	2.336512e-09	1.987630e-09	3.897524e-18	-2.299651e-10 
1.400000e-01	1.288449e-08	8.052127e-09	1.543734e-18	-1.301256e-10 
