1.100000e+00	7.408485e-10	1.186518e-04	4.632662e-07
1.000000e+00	8.600823e-10	8.178474e-05	2.123629e-07
9.000000e-01	1.039424e-09	5.365513e-05	1.042313e-07
8.000000e-01	1.340905e-09	3.236801e-05	5.407121e-08
7.500000e-01	1.583781e-09	2.392485e-05	3.959933e-08
7.000000e-01	1.946916e-09	1.684355e-05	2.923739e-08
6.500000e-01	2.533833e-09	1.109005e-05	2.170099e-08
6.000000e-01	3.581482e-09	6.651339e-06	1.614156e-08
5.500000e-01	5.689497e-09	3.511580e-06	1.199463e-08
5.000000e-01	1.051463e-08	1.577768e-06	8.882217e-09
4.500000e-01	2.288901e-08	5.961219e-07	6.537428e-09
4.000000e-01	5.726901e-08	1.940128e-07	4.761821e-09
3.500000e-01	1.578469e-07	5.713680e-08	3.416756e-09
3.000000e-01	4.624452e-07	1.622377e-08	2.402158e-09
