1.170000e+00	8.331527e-12	7.649163e-12	-1.028706e-15	-2.726519e-10 
1.080000e+00	1.027660e-11	9.674242e-12	-5.385071e-16	-1.644767e-10 
9.900000e-01	1.339636e-11	1.308248e-11	-2.486603e-16	-9.538327e-11 
9.000000e-01	1.936218e-11	1.992722e-11	-8.622021e-17	-5.131133e-11 
8.100000e-01	3.474520e-11	3.837435e-11	-3.211633e-18	-2.410589e-11 
7.200000e-01	1.006416e-10	1.209904e-10	3.157345e-17	-8.586218e-12 
6.300000e-01	5.854698e-10	7.370541e-10	3.395409e-17	-3.314741e-12 
5.400000e-01	5.092406e-09	6.304915e-09	2.571684e-17	-2.482126e-12 
4.500000e-01	5.312818e-08	6.102226e-08	1.798399e-17	-1.986568e-12 
3.600000e-01	6.269486e-07	6.024061e-07	1.107342e-17	-1.539146e-12 
2.700000e-01	8.148810e-06	4.566659e-06	1.289353e-18	-1.070997e-12 
