1.170000e+00	7.628521e-12	8.996248e-12	2.110966e-13	-1.815581e-08	-2.717703e-08	-3.740413e-04 
1.080000e+00	9.649464e-12	1.116793e-11	1.188276e-13	-1.086135e-08	-1.636263e-08	-2.922873e-04 
9.900000e-01	1.303732e-11	1.495638e-11	6.317551e-14	-6.129742e-09	-9.320425e-09	-2.132752e-04 
9.000000e-01	1.984602e-11	2.289443e-11	3.086649e-14	-3.097450e-09	-4.812256e-09	-1.804231e-04 
8.100000e-01	3.844588e-11	4.512215e-11	1.312227e-14	-1.226765e-09	-2.036782e-09	-1.650920e-04 
7.200000e-01	1.175715e-10	1.416184e-10	4.628974e-15	-2.505141e-10	-5.719706e-10	-1.435794e-04 
6.300000e-01	6.257250e-10	7.660203e-10	2.481123e-15	-5.467250e-11	-2.515870e-10	-1.094981e-04 
5.400000e-01	4.748767e-09	5.733595e-09	1.754737e-15	-3.051589e-11	-1.929916e-10	-8.392793e-05 
4.500000e-01	4.482474e-08	5.214616e-08	1.195146e-15	-1.839456e-11	-1.511885e-10	-6.952266e-05 
3.600000e-01	4.806967e-07	5.113139e-07	7.403987e-16	-1.053671e-11	-1.133699e-10	-5.576083e-05 
2.700000e-01	5.526247e-06	4.641207e-06	2.317622e-16	-5.471573e-12	-4.839050e-11	-4.304825e-05 
