1.100000e+00	4.763872e-12	1.132492e-04	9.987511e-07
1.000000e+00	5.205059e-12	8.510104e-05	3.215121e-07
9.000000e-01	5.801158e-12	6.081737e-05	1.046594e-07
8.000000e-01	6.681173e-12	4.031305e-05	3.517499e-08
7.500000e-01	7.325024e-12	3.151595e-05	2.068302e-08
7.000000e-01	8.231037e-12	2.373205e-05	1.226183e-08
6.500000e-01	9.599335e-12	1.699836e-05	7.312985e-09
6.000000e-01	1.186046e-11	1.134954e-05	4.374931e-09
5.500000e-01	1.600490e-11	6.853839e-06	2.616884e-09
5.000000e-01	2.465358e-11	3.588086e-06	1.560526e-09
4.500000e-01	4.535259e-11	1.553960e-06	9.253748e-10
4.000000e-01	1.012534e-10	5.429822e-07	5.435301e-10
3.500000e-01	2.645457e-10	1.569296e-07	3.147150e-10
3.000000e-01	7.674903e-10	3.931470e-08	1.786424e-10
