1.170000e+00	2.346276e-12	3.371734e-12	1.073654e-13	-1.796398e-06	-1.800986e-06	-2.061885e-03 
1.080000e+00	2.623183e-12	3.624352e-12	4.879696e-14	-8.908732e-07	-8.931323e-07	-1.778414e-03 
9.900000e-01	2.984877e-12	3.969780e-12	2.773653e-14	-4.564288e-07	-4.578297e-07	-1.501324e-03 
9.000000e-01	3.480591e-12	4.464053e-12	1.796312e-14	-2.438953e-07	-2.448933e-07	-1.233517e-03 
8.100000e-01	4.224743e-12	5.219239e-12	1.218211e-14	-1.360419e-07	-1.367939e-07	-9.715007e-04 
7.200000e-01	5.441429e-12	6.504813e-12	8.350094e-15	-7.862244e-08	-7.920231e-08	-7.155489e-04 
6.300000e-01	7.822661e-12	9.084203e-12	5.693492e-15	-4.653835e-08	-4.699021e-08	-4.699184e-04 
5.400000e-01	1.397709e-11	1.584516e-11	3.807682e-15	-2.791529e-08	-2.826785e-08	-2.461410e-04 
4.500000e-01	3.800753e-11	4.213545e-11	2.479384e-15	-1.685439e-08	-1.712988e-08	-1.709896e-04 
3.600000e-01	1.766143e-10	1.932029e-10	1.546169e-15	-1.021513e-08	-1.042988e-08	-1.254617e-04 
2.700000e-01	1.182177e-09	1.248062e-09	8.540493e-16	-6.210813e-09	-6.368970e-09	-9.243150e-05 
