1.300000e+00	2.683961e-12	3.872302e-12	5.412143e-13	-1.677598e-06	-1.698414e-06	-3.145666e-03 
1.200000e+00	2.901399e-12	4.066028e-12	2.180232e-13	-9.664273e-07	-9.755116e-07	-2.758189e-03 
1.100000e+00	3.179949e-12	4.325308e-12	9.758058e-14	-5.782791e-07	-5.827146e-07	-2.372397e-03 
1.000000e+00	3.554515e-12	4.684010e-12	5.394857e-14	-3.579376e-07	-3.606350e-07	-1.988737e-03 
9.000000e-01	4.083744e-12	5.203653e-12	3.424753e-14	-2.276193e-07	-2.295219e-07	-1.619275e-03 
8.000000e-01	4.897832e-12	6.006511e-12	2.259040e-14	-1.473398e-07	-1.487517e-07	-1.261337e-03 
7.000000e-01	6.256477e-12	7.394370e-12	1.484953e-14	-9.629689e-08	-9.735757e-08	-9.138705e-04 
6.000000e-01	8.957201e-12	1.025319e-11	9.548835e-15	-6.318243e-08	-6.397816e-08	-5.826610e-04 
5.000000e-01	1.629521e-11	1.817305e-11	5.896266e-15	-4.148721e-08	-4.207684e-08	-3.075577e-04 
4.000000e-01	4.848320e-11	5.303657e-11	3.416763e-15	-2.723680e-08	-2.766390e-08	-2.346338e-04 
3.000000e-01	2.766689e-10	2.965954e-10	1.792470e-15	-1.789679e-08	-1.819554e-08	-1.625767e-04 
