1.430000e+00	1.089955e-11	1.206087e-11	6.357923e-14	-2.758190e-09	-4.981240e-09	-1.352096e-03 
1.320000e+00	1.225035e-11	1.336873e-11	4.565630e-14	-9.122911e-10	-2.641696e-09	-1.199984e-03 
1.210000e+00	1.412111e-11	1.522123e-11	3.426696e-14	-4.963131e-10	-1.912303e-09	-1.034695e-03 
1.100000e+00	1.686944e-11	1.802762e-11	2.622033e-14	-2.841224e-10	-1.475955e-09	-9.134480e-04 
9.900000e-01	2.142265e-11	2.278870e-11	2.010110e-14	-1.652929e-10	-1.180500e-09	-8.042413e-04 
8.800000e-01	3.011403e-11	3.225156e-11	1.520218e-14	-9.826409e-11	-9.620244e-10	-6.905620e-04 
7.700000e-01	5.223822e-11	5.642081e-11	1.118612e-14	-6.065730e-11	-7.870286e-10	-5.731602e-04 
6.600000e-01	1.402436e-10	1.513888e-10	7.910373e-15	-3.969932e-11	-6.389700e-10	-4.504000e-04 
5.500000e-01	7.535725e-10	8.041468e-10	5.400496e-15	-2.922640e-11	-5.201806e-10	-3.298690e-04 
4.400000e-01	6.904840e-09	7.335889e-09	3.461474e-15	-2.329845e-11	-4.166477e-10	-2.393590e-04 
3.300000e-01	8.363593e-08	8.955904e-08	1.949502e-15	-1.855824e-11	-3.139373e-10	-1.792449e-04 
