1.300000e+00	1.563161e-11	1.334655e-11	3.016395e-17	-7.270004e-11 
1.200000e+00	1.794837e-11	1.560540e-11	1.312850e-16	-4.225520e-11 
1.100000e+00	2.129203e-11	1.897394e-11	1.666822e-16	-2.560707e-11 
1.000000e+00	2.657653e-11	2.442739e-11	1.675515e-16	-1.562437e-11 
9.000000e-01	3.606975e-11	3.451623e-11	1.511511e-16	-9.643540e-12 
8.000000e-01	5.714106e-11	5.746968e-11	1.269290e-16	-6.100367e-12 
7.000000e-01	1.247493e-10	1.319891e-10	1.004621e-16	-4.026872e-12 
6.000000e-01	4.929356e-10	5.424239e-10	7.496394e-17	-2.899318e-12 
5.000000e-01	3.603731e-09	4.010512e-09	5.246519e-17	-2.324449e-12 
4.000000e-01	3.593876e-08	3.876202e-08	3.379139e-17	-1.844228e-12 
3.000000e-01	4.075740e-07	4.157426e-07	1.890732e-17	-1.384573e-12 
2.000000e-01	4.409521e-06	4.109587e-06	7.327102e-18	-9.372365e-13 
