1.235000e+00	9.356158e-12	1.017789e-11	7.530356e-14	-6.232029e-09	-9.280756e-09	-4.776990e-04 
1.140000e+00	1.134526e-11	1.214827e-11	4.408397e-14	-3.695743e-09	-5.629251e-09	-3.792235e-04 
1.045000e+00	1.444433e-11	1.533052e-11	2.565246e-14	-2.114816e-09	-3.342207e-09	-3.174852e-04 
9.500000e-01	1.994157e-11	2.120208e-11	1.491267e-14	-1.122694e-09	-1.907571e-09	-2.920174e-04 
8.550000e-01	3.216573e-11	3.442434e-11	8.746829e-15	-5.201943e-10	-1.031705e-09	-2.623144e-04 
7.600000e-01	7.008493e-11	7.546168e-11	5.252378e-15	-1.748216e-10	-5.203727e-10	-2.265176e-04 
6.650000e-01	2.532660e-10	2.738921e-10	3.501724e-15	-2.750891e-11	-2.907964e-10	-1.782021e-04 
5.700000e-01	1.521613e-09	1.655986e-09	2.548696e-15	-8.470603e-12	-2.320404e-10	-1.279502e-04 
4.750000e-01	1.251995e-08	1.348662e-08	1.774472e-15	-5.831713e-12	-1.926182e-10	-1.031816e-04 
3.800000e-01	1.230422e-07	1.309444e-07	1.137398e-15	-4.188232e-12	-1.538459e-10	-8.146811e-05 
2.850000e-01	1.260626e-06	1.326683e-06	6.377782e-16	-2.954855e-12	-1.148458e-10	-6.210136e-05 
