9.100000e-01	2.181601e-12	2.775184e-12	2.126286e-14	-2.380825e-06	-2.381994e-06	-7.923181e-04 
8.400000e-01	2.544888e-12	3.159611e-12	1.419585e-14	-1.151324e-06	-1.152169e-06	-6.608504e-04 
7.700000e-01	3.066058e-12	3.719113e-12	9.528914e-15	-5.719637e-07	-5.725825e-07	-5.343942e-04 
7.000000e-01	3.866041e-12	4.591946e-12	6.335169e-15	-2.922505e-07	-2.927030e-07	-4.111871e-04 
6.300000e-01	5.277899e-12	6.124047e-12	4.141514e-15	-1.529335e-07	-1.532622e-07	-2.915515e-04 
5.600000e-01	8.250392e-12	9.339679e-12	2.656897e-15	-8.139947e-08	-8.163669e-08	-1.796226e-04 
4.900000e-01	1.627836e-11	1.796200e-11	1.718084e-15	-4.378211e-08	-4.395742e-08	-8.617254e-05 
4.200000e-01	4.448865e-11	4.827564e-11	1.148575e-15	-2.369324e-08	-2.382997e-08	-6.480584e-05 
3.500000e-01	1.656804e-10	1.774999e-10	7.464114e-16	-1.286797e-08	-1.297460e-08	-5.164611e-05 
2.800000e-01	7.485615e-10	7.840352e-10	4.501523e-16	-7.011069e-09	-7.091454e-09	-4.040616e-05 
2.100000e-01	3.763591e-09	3.741385e-09	2.368320e-16	-3.843475e-09	-3.899864e-09	-3.039356e-05 
