1.170000e+00	5.092873e-12	4.106289e-12	-3.522955e-16	-8.607968e-09 
1.080000e+00	5.700356e-12	4.610281e-12	-1.976748e-17	-4.677819e-09 
9.900000e-01	6.509368e-12	5.314983e-12	7.377366e-17	-2.645991e-09 
9.000000e-01	7.680391e-12	6.378079e-12	9.820013e-17	-1.552896e-09 
8.100000e-01	9.518294e-12	8.106952e-12	9.885131e-17	-9.390086e-10 
7.200000e-01	1.284476e-11	1.131485e-11	8.905536e-17	-5.799449e-10 
6.300000e-01	2.028555e-11	1.873757e-11	7.424533e-17	-3.628578e-10 
5.400000e-01	4.403578e-11	4.310551e-11	5.768057e-17	-2.285868e-10 
4.500000e-01	1.650617e-10	1.682307e-10	4.134492e-17	-1.445588e-10 
3.600000e-01	1.057335e-09	1.008533e-09	2.684910e-17	-9.159931e-11 
2.700000e-01	9.118286e-09	6.948278e-09	1.511838e-17	-5.795739e-11 
1.800000e-01	9.610376e-08	3.626894e-08	6.329035e-18	-3.625758e-11 
