1.100000e+00	6.039509e-12	1.445157e-04	1.507517e-07
1.000000e+00	6.536410e-12	1.069252e-04	5.515683e-08
9.000000e-01	7.226912e-12	7.499937e-05	2.067534e-08
8.000000e-01	8.317888e-12	4.859495e-05	8.086621e-09
7.500000e-01	9.177825e-12	3.745267e-05	5.146924e-09
7.000000e-01	1.045304e-11	2.768488e-05	3.308567e-09
6.500000e-01	1.247668e-11	1.932230e-05	2.141975e-09
6.000000e-01	1.597726e-11	1.243135e-05	1.391579e-09
5.500000e-01	2.271633e-11	7.116981e-06	9.037369e-10
5.000000e-01	3.752682e-11	3.467177e-06	5.847008e-10
4.500000e-01	7.467524e-11	1.380838e-06	3.756885e-10
4.000000e-01	1.782083e-10	4.485909e-07	2.387385e-10
3.500000e-01	4.864227e-10	1.238389e-07	1.493636e-10
3.000000e-01	1.450090e-09	3.024430e-08	9.151809e-11
